X1,x_utm34,y_utm34,sitename,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ
2639,-55136.1212975896,6893973.2111611,site523298,8,8,0.003434515198008318,0.15026681049606375,0.9905137656132305,0.7556540911133047,0.14826834159065158,0.02234150723088212
2640,-55136.1212975896,6971785.62679562,site523489,15,15,0.008635797472068768,0.15026681049606375,0.9848411365339392,0.7361282675649403,0.17161306927742354,0.031151110924635617
2641,-55543.5161438445,6822271.71822039,site523684,15,15,0.013164270265192169,0.15026681049606375,0.9844733665937696,0.7174147373915326,0.17731847891589422,0.03391138854193754
2642,-55543.5161438445,6901306.31839367,site523878,12,12,0.008467677433615442,0.15026681049606375,0.9922977517580458,0.7425129453525287,0.18901457080800702,0.03765339873312881
2643,-55543.5161438445,6979118.73402819,site524069,9,9,0.004168606367318254,0.15026681049606375,0.9844200313472624,0.7470760967181318,0.1556196597151756,0.024639267123181086
2644,-55950.9109900993,6830419.61514547,site524266,17,17,0.007938875156297927,0.15026681049606375,0.9871153549959789,0.7781616907666326,0.16120671199751974,0.027063453638607935
2645,-55950.9109900993,6910676.39985751,site524463,15,15,0.008503141159369258,0.15026681049606375,0.9866900715303174,0.7681449222971074,0.16188837608368123,0.026959964839185772
2646,-55950.9109900993,6990118.39487705,site524658,14,14,0.008332825003723067,0.15026681049606375,0.9859943318779768,0.8092161248708406,0.15915321774497643,0.02585297413933391
2647,-56358.3058363542,6841826.67084058,site524856,17,17,0.012829557541355981,0.15026681049606375,0.9815386673501609,0.6908136385436211,0.1705435640246047,0.03180627111843835
2648,-56358.3058363542,6920046.48132135,site525048,15,15,0.009501655735147095,0.15026681049606375,0.9910073774947978,0.7524778712411864,0.16250422470690148,0.027199859357827674
2649,-56358.3058363542,6999895.87118714,site525244,43,43,0.023795932064275983,0.15026681049606375,0.9896003895793992,0.738404829787317,0.1769923350682993,0.033222679031041646
2650,-56765.700682609,6851604.14715068,site525441,13,13,0.006566078005947361,0.15026681049606375,0.9867171497427134,0.7262557056511695,0.15665364518069766,0.02556187561744049
2651,-56765.700682609,6929823.95763145,site525633,16,16,0.012246312188733007,0.15026681049606375,0.9896777028623234,0.7595470291169021,0.1644954933779611,0.02779964293642888
2652,-56765.700682609,7009265.95265099,site525828,49,49,0.0436478372277372,0.15026681049606375,0.987313178674159,0.760968047537111,0.19366526904955353,0.039892135537427036
2653,-57173.0955288638,6859344.6492295,site526021,14,14,0.008897589275242193,0.15026681049606375,0.9856737611120749,0.7591954085749825,0.1644436925353801,0.028560529354426437
2654,-57173.0955288638,6937564.45971028,site526213,20,20,0.01438844150257524,0.15026681049606375,0.9875505213330737,0.7669218173503445,0.18456160210405675,0.035385075224054305
2655,-57173.0955288638,7018228.63926857,site526411,18,18,0.02363720333660195,0.15026681049606375,0.9777350408922608,0.7340028165050246,0.1843019189632659,0.03676641451331703
2656,-57580.4903751187,6869529.52038585,site526607,18,18,0.00950959411659196,0.15026681049606375,0.9899770728379236,0.7472828693375262,0.17020838919884743,0.02978231016341559
2657,-57580.4903751187,6947749.33086663,site526799,17,17,0.013852321318616207,0.15026681049606375,0.9899720545997254,0.7516859966789035,0.17748181673089009,0.032491540736372795
2658,-57580.4903751187,7027191.32588616,site526994,50,50,0.025786558270671472,0.15026681049606375,0.9923093570840316,0.7765389431363483,0.17452648924565697,0.031434089373155845
2659,-57987.8852213735,6878492.20700344,site527190,23,23,0.013244722037459175,0.15026681049606375,0.989361447916943,0.7624125589511782,0.16340760297729046,0.027366732178027646
2660,-57987.8852213735,6956304.62263796,site527381,52,52,0.020771394235386348,0.15026681049606375,0.9932048535990122,0.7469811195744575,0.17522507573283147,0.031888333402330694
2661,-57987.8852213735,7034117.03827248,site527572,21,21,0.01624378325732081,0.15026681049606375,0.9803959600916797,0.703219078713029,0.17656012874761315,0.03395482805148199
2662,-58395.2800676284,6883788.34000474,site527764,28,28,0.017797120841164447,0.15026681049606375,0.9894740701804811,0.7812868265729473,0.1704455488433418,0.029852638105005574
2663,-58395.2800676284,6961600.75563926,site527955,31,31,0.013875562199877912,0.15026681049606375,0.9921649529042332,0.734199792792801,0.17055705447390362,0.030353380206754887
2664,-58395.2800676284,7039820.56612004,site528147,66,66,0.04639370330343201,0.15026681049606375,0.9903938959115982,0.7548207844891187,0.18729618301072884,0.03675088073244328
2665,-5841.34490075358,6916379.92770507,site528339,14,14,0.008038488405918778,0.15026681049606375,0.989378620837846,0.74715223833742,0.17072677727088073,0.030180435878736603
2666,-5841.34490075358,6997044.10726336,site528537,32,32,0.023206670965084757,0.15026681049606375,0.9861406224470666,0.7865506564704158,0.17876281991764692,0.03374113891902674
2667,-58802.6749138832,6844678.43476436,site528735,11,11,0.0028227495697048036,0.15026681049606375,0.9910492345322978,0.6960227376086536,0.1520386111389146,0.02394287302074904
2668,-58802.6749138832,6922490.85039888,site528926,15,15,0.009647797169537491,0.15026681049606375,0.9918883835400453,0.7352904443985875,0.1736536855614204,0.030921382430091286
2669,-58802.6749138832,7000303.2660334,site529117,82,82,0.049523918942230405,0.15026681049606375,0.9899042037902904,0.758548857240946,0.18841738403413943,0.0373025934324056
2670,-59210.0697601381,6849974.56776566,site529308,15,15,0.006787187151005642,0.15026681049606375,0.9828991857230979,0.6764807887520367,0.1616985900966044,0.02789554885476655
2671,-59210.0697601381,6927786.98340018,site529499,16,16,0.006538986789973961,0.15026681049606375,0.9887791543195579,0.742159506566033,0.17023245781238866,0.029679763318573124
2672,-59210.0697601381,7005599.3990347,site529690,69,69,0.03763049977578787,0.15026681049606375,0.9908225342556682,0.7481992766167691,0.1823304099614518,0.034722782912223964
2673,-59617.4646063929,6855270.70076696,site529881,11,11,0.005962838627237798,0.15026681049606375,0.9818790304739287,0.7303437913374745,0.1612595364565442,0.0280236566934841
2674,-59617.4646063929,6933897.90609399,site530074,20,20,0.010583557909168912,0.15026681049606375,0.9898843112440043,0.7772987570939957,0.16936683181759354,0.02950791085742065
2675,-59617.4646063929,7011710.32172851,site530265,70,70,0.05033502262437725,0.15026681049606375,0.9906043651385126,0.7788342287407667,0.19239390617123306,0.03856841760444101
2676,-60024.8594526477,6861381.62346077,site530456,13,13,0.006236429908351822,0.15026681049606375,0.9912692042898633,0.801576477319781,0.15313692253130168,0.02372157361330089
2677,-60024.8594526477,6939601.43394155,site530648,56,56,0.04044123985916989,0.15026681049606375,0.9905518209402325,0.7596541209409174,0.18652779336171368,0.036656569860012936
2678,-60024.8594526477,7017413.84957607,site530839,30,30,0.01874140319495527,0.15026681049606375,0.9872060753995111,0.7618351816691006,0.1792619692782402,0.03394292085228278
2679,-60432.2542989026,6867492.54615458,site531030,10,10,0.005160170047441368,0.15026681049606375,0.9895468235018957,0.8135961875092264,0.1569837548495213,0.025027373006359478
2680,-60432.2542989026,6946934.54117412,site531225,17,17,0.011206924095612462,0.15026681049606375,0.9902828338483698,0.7278503664061032,0.17441200109106655,0.031520419872015114
2681,-60432.2542989026,7024746.95680864,site531416,29,29,0.024548408213983176,0.15026681049606375,0.9869643774326109,0.7809441123986489,0.17529047923699756,0.03216831296736313
2682,-60839.6491451574,6874825.65338716,site531607,17,17,0.010557557715632613,0.15026681049606375,0.9900714370598606,0.6988237485226142,0.16628637952882735,0.0287569832627132
2683,-60839.6491451574,6953860.25356044,site531801,20,20,0.012883114390228932,0.15026681049606375,0.9899410953779435,0.7308118924831197,0.17095222455960318,0.03001145185141977
2684,-60839.6491451574,7031672.66919496,site531992,33,33,0.02579484136748419,0.15026681049606375,0.9846714012423633,0.7633846655386648,0.18206513308337854,0.03538766226529736
2685,-61247.0439914123,6882973.55031224,site532187,18,18,0.01287204273983838,0.15026681049606375,0.9875050466623402,0.7425437541631417,0.16790068276739895,0.029079200546113054
2686,-61247.0439914123,6961193.36079301,site532379,62,62,0.023582303438376157,0.15026681049606375,0.9927655107817817,0.7643046441806703,0.17691412386227875,0.03238513136192951
2687,-61247.0439914123,7039005.77642753,site532570,37,37,0.03498185907814135,0.15026681049606375,0.9859174398098695,0.7705367985008629,0.1924309385496096,0.03918404525924007
2688,-61654.4388376671,6889491.8678523,site532762,13,13,0.00834908463052274,0.15026681049606375,0.9918343853398458,0.7444475078430113,0.16682959541492545,0.028818294681817052
2689,-61654.4388376671,6967711.67833308,site532954,15,15,0.007574542917715747,0.15026681049606375,0.9892129087991656,0.7418077509720727,0.16755249555289142,0.028812653129235165
2690,-61654.4388376671,7046338.8836601,site533147,90,90,0.055728240138201296,0.15026681049606375,0.9915061750781061,0.7606596912441014,0.18956458823740346,0.03744599588340115
2691,-62061.833683922,6896824.97508487,site533339,15,15,0.009644634034547503,0.15026681049606375,0.9887547998321012,0.7159757558373114,0.16564739489382185,0.028344532327983885
2692,-62061.833683922,6974637.39071939,site533530,18,18,0.009043095876229186,0.15026681049606375,0.988517766523926,0.7346131763344499,0.16426528794455694,0.027825301595182424
2693,-62469.2285301768,6825530.87699042,site533722,18,18,0.019220938022234773,0.15026681049606375,0.9864388597545801,0.7517819136921332,0.17809132823938925,0.03362251915697285
2694,-62469.2285301768,6903750.68747119,site533914,19,19,0.01558867278690199,0.15026681049606375,0.9934061261540728,0.7247951127061744,0.19374867397223614,0.03923825093472298
2695,-62469.2285301768,6982785.28764447,site534108,34,34,0.019386447620253548,0.15026681049606375,0.9909262018762081,0.7599269044862351,0.1699690487543627,0.029726598898131684
2696,-6248.73974700843,6856492.88530573,site534299,12,12,0.014276377968196556,0.15026681049606375,0.9791903084306077,0.7535121817163981,0.19149276568345044,0.039089024547908795
2697,-6248.73974700843,6934305.30094024,site534490,19,19,0.009586809853874717,0.15026681049606375,0.9860032079194169,0.7316978739478422,0.1628792877759914,0.02760212431945384
2698,-6248.73974700843,7012932.50626727,site534683,5,5,0.004905465886721258,0.15026681049606375,0.9843518760549085,0.8193900769943085,0.17168661716848216,0.030089290694890396
2699,-62876.6233764316,6863418.59769204,site534883,15,15,0.006870873237073585,0.15026681049606375,0.9851957327961718,0.6976430370603196,0.15562861430128366,0.02557653129155646
2700,-62876.6233764316,6941231.01332656,site535074,78,78,0.04677905369651458,0.15026681049606375,0.9922794407123597,0.7508417107138231,0.18119552526107463,0.03406600851329548
2701,-62876.6233764316,7019043.42896108,site535265,49,49,0.031491092739686526,0.15026681049606375,0.9886292355255439,0.7663240660192273,0.18097786211507308,0.03447873325321993
2702,-63284.0182226865,6869936.91523211,site535457,10,10,0.00450510352505112,0.15026681049606375,0.9911516718910426,0.7681409628986091,0.1512738397498562,0.023188998393419022
2703,-63284.0182226865,6948564.12055914,site535650,40,40,0.01793314321423871,0.15026681049606375,0.9915365661102259,0.7467780414886273,0.1758380263271185,0.032303775205101685
2704,-63284.0182226865,7028006.11557867,site535845,35,35,0.026120392173983473,0.15026681049606375,0.9874986803360302,0.7548265725347066,0.18221803725895996,0.034750453961757174
2705,-63691.4130689413,6879306.99669595,site536038,15,15,0.011393242544013908,0.15026681049606375,0.9898949615284025,0.7518130055649185,0.16755031886014884,0.02883719422303658
2706,-63691.4130689413,6957119.41233047,site536229,30,30,0.022800417378582565,0.15026681049606375,0.9875503253970065,0.763612154808373,0.17782022932609157,0.03298854824669037
2707,-63691.4130689413,7036968.80219626,site536425,35,35,0.023469559646469774,0.15026681049606375,0.9873332760794196,0.7534327109007266,0.18522113398832585,0.036074461377904786
2708,-64098.8079151962,6887862.28846729,site536617,30,30,0.013144378220896322,0.15026681049606375,0.9898576848466769,0.7624779740580521,0.16944722083864094,0.029526563378161216
2709,-64098.8079151962,6967711.67833308,site536813,27,27,0.014781729474350084,0.15026681049606375,0.9899306468168446,0.7448709480309176,0.16477379981673881,0.027879293798255475
2710,-64098.8079151962,7045524.09396759,site537004,80,80,0.051010364606498146,0.15026681049606375,0.9908892306809823,0.7687427504179345,0.19037030746138425,0.037807315117952184
2711,-64506.202761451,6896824.97508487,site537196,11,11,0.005395300815301747,0.15026681049606375,0.9848938629147732,0.6833079923465271,0.16706406304586016,0.02982287542511349
2712,-64506.202761451,6975859.57525816,site537390,18,18,0.00829765268632706,0.15026681049606375,0.9873122370793888,0.7243088701564376,0.16189541954410192,0.027095971665922255
2713,-64913.5976077059,6826753.06152918,site537581,55,55,0.03732408656683064,0.15026681049606375,0.9891027481022969,0.7458597416870199,0.18308903963411058,0.03494026858800463
2714,-64913.5976077059,6905787.66170246,site537775,41,41,0.03324837401946973,0.15026681049606375,0.9902611685506397,0.7157145234987047,0.185419045586052,0.03643881797383834
2715,-64913.5976077059,6984007.47218324,site537967,19,19,0.009956060658632781,0.15026681049606375,0.9873435378826992,0.7186560501257802,0.1599578408794425,0.02657123344626843
2716,-65320.9924539607,6835308.35330052,site538158,124,124,0.06605573273404038,0.15026681049606375,0.9892305414537462,0.7710203354481486,0.19248854339208227,0.03872369950197865
2717,-65320.9924539607,6913935.55862754,site538351,54,54,0.020054695946199422,0.15026681049606375,0.9921254535943018,0.7739120494484892,0.17499682613488698,0.03169985070354944
2718,-65320.9924539607,6991747.97426206,site538542,12,12,0.0048150547936099105,0.15026681049606375,0.9831092642634174,0.6898173511929585,0.15759639664110048,0.026742258027670926
2719,-65728.3873002156,6843048.85537934,site538733,19,19,0.018028328817904025,0.15026681049606375,0.9822093845551428,0.7159566167832765,0.17091576667934885,0.03161582445481892
2720,-65728.3873002156,6922083.45555262,site538927,32,32,0.015083009585494207,0.15026681049606375,0.9917655893929854,0.7378275679057192,0.17172352759605172,0.030766303734049413
2721,-65728.3873002156,6999895.87118714,site539118,77,77,0.04465711638296369,0.15026681049606375,0.9907292196875429,0.7465830677632525,0.18266379647784717,0.034993381336362206
2722,-66135.7821464704,6853641.12138195,site539310,15,15,0.015526301016110753,0.15026681049606375,0.9828934200803008,0.7027821668177533,0.17954556201384825,0.034784659184117175
2723,-66135.7821464704,6931453.53701647,site539501,31,31,0.021282418162496167,0.15026681049606375,0.9917253299610935,0.7447559121105621,0.18239802044182699,0.0345195807887844
2724,-66135.7821464704,7009265.95265099,site539692,16,16,0.00840658900404882,0.15026681049606375,0.9856989829735698,0.7460884404273375,0.153401436102545,0.02411767447795481
2725,-66543.1769927252,6869122.1255396,site539885,18,18,0.011424487615684778,0.15026681049606375,0.9838541197575431,0.7255809691616736,0.17189858217345935,0.031884573471611055
2726,-66543.1769927252,6948971.51540539,site540081,19,19,0.008381478731784341,0.15026681049606375,0.988220788833575,0.7408664461678776,0.16352067558323102,0.02753291638057214
2727,-66543.1769927252,7026783.93103991,site540272,140,140,0.0553630373635854,0.15026681049606375,0.9926162742220758,0.7577868757616005,0.1878093073215702,0.03686588487129794
2728,-6656.13459326327,6901306.31839367,site540466,11,11,0.0026908237052536877,0.15026681049606375,0.9897152936676274,0.7022495164454037,0.1585960230025279,0.026082803693261207
2729,-6656.13459326327,6980748.3134132,site540661,12,12,0.006876917334220358,0.15026681049606375,0.9816128727758662,0.7388806522084438,0.15967099776235308,0.027459745094289122
2730,-66950.5718389801,6843456.2502256,site540862,18,18,0.012453718475503176,0.15026681049606375,0.9895050985940742,0.7496475877157712,0.1728902300119165,0.03141793869094594
2731,-66950.5718389801,6922898.24524513,site541057,26,26,0.01283748934259568,0.15026681049606375,0.9899903904222785,0.727728607651449,0.17142185423089543,0.03063198381192492
2732,-66950.5718389801,7000710.66087965,site541248,32,32,0.027224758439446405,0.15026681049606375,0.9847635689923812,0.71466933994815,0.18836596556187163,0.0381920970155881
2733,-67357.9666852349,6863011.20284579,site541442,14,14,0.009876001729435353,0.15026681049606375,0.9794793862867321,0.7031088068500285,0.16720704921226465,0.03090109827579205
2734,-67357.9666852349,6941231.01332656,site541634,14,14,0.00720965116327713,0.15026681049606375,0.9900513209656321,0.7020716711975074,0.16979635467002577,0.029657897953078778
2735,-67357.9666852349,7019043.42896108,site541825,60,60,0.039889669120353195,0.15026681049606375,0.9895215915667265,0.7501983536600814,0.18955445750969765,0.03772858565331934
2736,-67765.3615314898,6880529.18123471,site542017,15,15,0.007972364609611659,0.15026681049606375,0.9902817091283829,0.7997329013209786,0.1599224984723224,0.026206349118469075
2737,-67765.3615314898,6959156.38656174,site542210,24,24,0.0138220584815538,0.15026681049606375,0.9908373296192198,0.7622989652612043,0.17300333489990496,0.03054094266004971
2738,-67765.3615314898,7037783.59188877,site542403,144,144,0.06432173497111554,0.15026681049606375,0.9912465175498569,0.7647590296115138,0.18977137777475236,0.03758364680289143
2739,-68172.7563777446,6897639.76477738,site542594,15,15,0.008886075487592987,0.15026681049606375,0.9933962401420524,0.7514235715286681,0.17142278698612437,0.030128431034972595
2740,-68172.7563777446,6976266.97010441,site542787,20,20,0.011363268878050593,0.15026681049606375,0.9876660253284927,0.7479351619185054,0.15982479676201383,0.02634223918260947
2741,-68580.1512239995,6806790.71406273,site542978,36,36,0.036545438771278534,0.15026681049606375,0.9857154343066498,0.7535201168665939,0.19491722316747018,0.03990035042150061
2742,-68580.1512239995,6914342.9534738,site543171,31,31,0.014553529702005168,0.15026681049606375,0.9906247232342384,0.7672474000635024,0.17722525392726307,0.03222656601346634
2743,-68580.1512239995,6992155.36910832,site543362,7,7,0.002299981822247419,0.15026681049606375,0.9661264166442249,0.6196294718400083,0.17355884319628515,0.03377434476633904
2744,-68987.5460702543,6851196.75230442,site543554,18,18,0.011009032238051386,0.15026681049606375,0.9861542028064182,0.7287177935074539,0.16943370225470422,0.030779625074925033
2745,-68987.5460702543,6929009.16793894,site543745,20,20,0.01559793033661902,0.15026681049606375,0.9884232296238994,0.7696052981437341,0.17801975211598836,0.03278608979319231
2746,-68987.5460702543,7006821.58357346,site543936,14,14,0.0056256200229244475,0.15026681049606375,0.9899844433817729,0.7332520347342538,0.147798474387055,0.022322229468754718
2747,-69394.9409165091,6864640.78223081,site544127,17,17,0.015971591801727046,0.15026681049606375,0.9812856685356173,0.7279319969170025,0.17421432819246208,0.03303581637483102
2748,-69394.9409165091,6942860.59271158,site544319,28,28,0.012174130099009006,0.15026681049606375,0.9911473590322691,0.7322931376817066,0.16940175978797392,0.029613119579625098
2749,-69394.9409165091,7021080.40319235,site544511,21,21,0.016356898061287296,0.15026681049606375,0.9808881752202792,0.719270919546247,0.18262260571815908,0.036029029962301305
2750,-69802.335762764,6878492.20700344,site544702,12,12,0.0038269680546684157,0.15026681049606375,0.9837096473601064,0.6755729011073558,0.15204598434772007,0.0248077795513783
2751,-69802.335762764,6957526.80717672,site544896,15,15,0.009993341527429919,0.15026681049606375,0.9895169167361707,0.7399465981511043,0.16687547202305753,0.028677057759995093
2752,-69802.335762764,7036968.80219626,site545091,104,104,0.051691300963338134,0.15026681049606375,0.9923525474253834,0.7650442611776404,0.18786617293458796,0.03680788502433565
2753,-70209.7306090188,6895195.39569986,site545283,22,22,0.014831282615221366,0.15026681049606375,0.9874213735454989,0.7249114364581836,0.18070005199387465,0.03447684574700119
2754,-70209.7306090188,6973007.81133438,site545474,51,51,0.01943573835967748,0.15026681049606375,0.9919876386217991,0.766770926306669,0.17567392902080783,0.031993147638645476
2755,-70617.1254552737,6803124.16044645,site545667,19,19,0.024248560699832285,0.15026681049606375,0.9814304276763091,0.7620277064018848,0.20412246906671572,0.04446284745358207
2756,-70617.1254552737,6909454.21531875,site545860,11,11,0.005049405651924393,0.15026681049606375,0.9915208016841666,0.761583853034651,0.16402697389259766,0.02735255473172208
2757,-70617.1254552737,6987674.02579952,site546052,16,16,0.010321561297061582,0.15026681049606375,0.9845842792283419,0.8181385680363894,0.16064816287406194,0.026269777329231768
2758,-7063.52943951811,6863011.20284579,site546245,36,36,0.02184391915879993,0.15026681049606375,0.9900187994587352,0.7427193592092496,0.17756679918072646,0.03314377815905036
2759,-7063.52943951811,6941638.40817282,site546438,27,27,0.010231661775701211,0.15026681049606375,0.9903137659247195,0.7434541987841966,0.15966245373062332,0.026525865099090246
2760,-7063.52943951811,7021895.19288486,site546635,73,73,0.039636756560304826,0.15026681049606375,0.9904055020236682,0.7603203540167669,0.18635982195819295,0.03636403480223053
2761,-71024.5203015285,6875233.04823341,site546831,16,16,0.01447024245452409,0.15026681049606375,0.9787292574482807,0.6876928555505584,0.17446485116943897,0.03351312533865883
2762,-71024.5203015285,6953452.85871418,site547023,43,43,0.022166457539581637,0.15026681049606375,0.9915372510553951,0.7749992516334745,0.1766772521091663,0.03214186982651551
2763,-71024.5203015285,7031265.2743487,site547214,73,73,0.04647964061035915,0.15026681049606375,0.9909623001182863,0.756585468556155,0.18666761849692723,0.03648190511081992
2764,-71431.9151477834,6892751.02662233,site547416,32,32,0.013463995645847862,0.15026681049606375,0.9902433935528752,0.7587346876264711,0.16874765312920667,0.029288964466332498
2765,-71431.9151477834,6973415.20618063,site547614,49,49,0.01853031559076012,0.15026681049606375,0.9929746640990958,0.7569688253064069,0.17317212412155922,0.030858111660577586
2766,-71839.3099940382,6802309.37075394,site547806,11,11,0.01160886388828618,0.15026681049606375,0.979576754045559,0.741311099754857,0.1838037944652959,0.03621247124690751
2767,-71839.3099940382,6911083.79470377,site548006,13,13,0.008815966739670965,0.15026681049606375,0.9835478974312251,0.8108487445290202,0.17380844931336506,0.03169888277476371
2768,-71839.3099940382,6992155.36910832,site548205,31,31,0.0227993948558667,0.15026681049606375,0.9897241199323545,0.7667428813408513,0.18268438975881568,0.03508724715215778
2769,-72246.704840293,6846715.40899563,site548396,118,118,0.05484991784390069,0.15026681049606375,0.9925376375229608,0.7653864534763962,0.1916299974877109,0.03824476064443492
2770,-72246.704840293,6925342.61432266,site548589,33,33,0.019266160050545447,0.15026681049606375,0.9903983266690648,0.7778432344651979,0.1798721888160374,0.03334709193349799
2771,-72246.704840293,7005599.3990347,site548786,32,32,0.018065355814794345,0.15026681049606375,0.9915540868770824,0.7591023280487357,0.16831587803162099,0.02916745846437212
2772,-72654.0996865479,6860159.43892201,site548980,122,122,0.05897644277178812,0.15026681049606375,0.9920865727256597,0.754942000706706,0.18813841192083974,0.03692741938632264
2773,-72654.0996865479,6938379.24940278,site549172,58,58,0.045493884007941604,0.15026681049606375,0.9924108991926627,0.7503149295733527,0.1846206318921943,0.035835668604273924
2774,-72654.0996865479,7019450.82380734,site549371,29,29,0.03304581154958381,0.15026681049606375,0.9850447439221326,0.7735176886942983,0.19251782151435187,0.03930075828395935
2775,-73061.4945328027,6874825.65338716,site549570,106,106,0.05049195103532506,0.15026681049606375,0.9913960140852431,0.7452986082970869,0.18359857832364468,0.03505867777910915
2776,-73061.4945328027,6952638.06902168,site549761,63,63,0.020519949906405308,0.15026681049606375,0.9943045503366517,0.7693394858834279,0.1747196204403897,0.03132972353611383
2777,-73061.4945328027,7032894.85373372,site549958,31,31,0.024356348238438102,0.15026681049606375,0.9858698164284412,0.7764566051416497,0.1858461651134004,0.03659443456799089
2778,-73468.8893790576,6885825.31423602,site550154,11,11,0.006670745084780098,0.15026681049606375,0.9859927588040801,0.7981660735199095,0.1627641677353039,0.027843901912350425
2779,-73468.8893790576,6963637.72987053,site550345,30,30,0.013647203107981714,0.15026681049606375,0.9909696212190927,0.743382570988905,0.17383508208446255,0.03139519806250656
2780,-73468.8893790576,7042672.33004382,site550539,92,92,0.05143504903670295,0.15026681049606375,0.9912941567945006,0.7652084368889936,0.1873318847260871,0.03656060303895529
2781,-73876.2842253124,6895602.79054611,site550739,23,23,0.011960575913890848,0.15026681049606375,0.9882780884054828,0.7606923513821384,0.16868645465042525,0.029306731024095933
2782,-73876.2842253124,6973415.20618063,site550930,19,19,0.014463485570018957,0.15026681049606375,0.9881395887471347,0.7765965568137463,0.16705582458088886,0.02875956381683482
2783,-74283.6790715673,6801901.97590769,site551125,21,21,0.016308334215947917,0.15026681049606375,0.9854311293764692,0.7365888376578703,0.17381549499281215,0.03211803193611265
2784,-74283.6790715673,6902121.10808618,site551320,14,14,0.01218174236649819,0.15026681049606375,0.9888872574050895,0.7761288878307374,0.17396640796408783,0.0313219335904826
2785,-74283.6790715673,6980340.91856695,site551512,40,40,0.017338655833674013,0.15026681049606375,0.9915592745375426,0.7539989678213677,0.17457249519701695,0.031450271040418885
2786,-74691.0739178221,6808420.29344775,site551707,19,19,0.017743503392095638,0.15026681049606375,0.9835083992111013,0.7288461003703531,0.17683041854158835,0.03343955237659074
2787,-74691.0739178221,6908232.03077999,site551904,15,15,0.01216892770035586,0.15026681049606375,0.9908682441823585,0.7449352887508928,0.17318545179493686,0.030754696188974008
2788,-74691.0739178221,6986451.84126076,site552096,12,12,0.003413128509025868,0.15026681049606375,0.9895925665700097,0.7165978860998443,0.14329921473857918,0.021085976130695745
2789,-7470.92428577296,6861381.62346077,site552294,12,12,0.0115572471693822,0.15026681049606375,0.9838646470327714,0.7288046637596418,0.17823960803767747,0.03424510817924534
2790,-7470.92428577296,6939601.43394155,site552486,13,13,0.009228627669905698,0.15026681049606375,0.9891933093597618,0.7596761450559386,0.16422192252349327,0.027656265482732024
2791,-7470.92428577296,7020265.61349984,site552684,83,83,0.0494743305724455,0.15026681049606375,0.9903560488592835,0.7671269041293169,0.18976809246243997,0.037520512566242344
2792,-75098.4687640769,6863418.59769204,site552879,127,127,0.07540314956556193,0.15026681049606375,0.990438946065266,0.7736821319402244,0.19397290279501436,0.03942636769364908
2793,-75098.4687640769,6941231.01332656,site553070,56,56,0.03626401993208901,0.15026681049606375,0.9917179618092116,0.7361811253692018,0.17849316217790245,0.03329159881899335
2794,-75098.4687640769,7021487.79803861,site553267,22,22,0.009144543738204159,0.15026681049606375,0.9877682700464103,0.7870876708344233,0.1619219669296718,0.027001290795501023
2795,-75505.8636103318,6864233.38738455,site553458,101,101,0.05709374112764009,0.15026681049606375,0.9921273764536269,0.7493570444597607,0.1888915468542481,0.03731521732545547
2796,-75505.8636103318,6942860.59271158,site553651,18,18,0.008699957577753529,0.15026681049606375,0.990600785214847,0.7402384470682629,0.1692941582468299,0.02942196895671108
2797,-75505.8636103318,7022709.98257737,site553847,18,18,0.013125189711237578,0.15026681049606375,0.9799722279701852,0.7145159887050342,0.17198328228240609,0.03200038904192746
2798,-75913.2584565866,6864233.38738455,site554038,112,112,0.053780507972399756,0.15026681049606375,0.9923347192517418,0.7576911738169091,0.1882539542370704,0.03692969756386585
2799,-75913.2584565866,6942045.80301907,site554229,22,22,0.01867638456282527,0.15026681049606375,0.9873590165079531,0.7253177499293079,0.17612396517165652,0.032581542092324764
2800,-75913.2584565866,7019858.21865359,site554420,16,16,0.010293687126918059,0.15026681049606375,0.988791026214948,0.7175503727295087,0.1643325407842937,0.028036237681629037
2801,-76320.6533028415,6860159.43892201,site554612,122,122,0.05685825490225872,0.15026681049606375,0.9921121448547825,0.7591487120869297,0.18441122578279964,0.03539298664198084
2802,-76320.6533028415,6939601.43394155,site554807,38,38,0.039375791608915835,0.15026681049606375,0.9901142716664246,0.7359446470542661,0.18327989835079653,0.035170815052315986
2803,-76320.6533028415,7017413.84957607,site554998,25,25,0.008816832769906214,0.15026681049606375,0.991079863816137,0.7609572454957169,0.15465072991346018,0.024385233782605185
2804,-76728.0481490963,6857307.67499823,site555191,32,32,0.030714492464139077,0.15026681049606375,0.990377979919441,0.741499238479567,0.18967386657025723,0.037614491633546916
2805,-76728.0481490963,6935934.88032526,site555384,19,19,0.014755666724838964,0.15026681049606375,0.9866085995178737,0.7527804389802957,0.1852724914615914,0.03565828334273054
2806,-76728.0481490963,7014154.69080603,site555576,16,16,0.008781242438640443,0.15026681049606375,0.9749895837244102,0.6561228730785359,0.17446255972295346,0.03365887009330643
2807,-77135.4429953512,6852011.54199693,site555768,8,8,0.0014511854986975095,0.15026681049606375,0.9843581401441848,0.7303229919603303,0.14246556768304736,0.020821135715925965
2808,-77135.4429953512,6933490.51124774,site555968,14,14,0.007574542917715747,0.15026681049606375,0.9886283677118499,0.743176225738926,0.16697369179192112,0.028665732939003413
